iter	RMSE
365	1754.848757
366	1754.634098
367	1754.159053
368	1753.958618
369	1753.663887
370	1753.420298
371	1753.213415
372	1752.947019
373	1752.618602
374	1752.383982
375	1752.081079
376	1751.91597
377	1751.721202
378	1751.53817
379	1751.364721
380	1751.07646
381	1750.952202
382	1750.694544
383	1750.422534
384	1750.164675
385	1749.941981
386	1749.729412
387	1749.528916
388	1749.376996
389	1749.005915
390	1748.644342
391	1748.118993
392	1747.852099
393	1747.759075
394	1747.352258
395	1747.052197
396	1746.746798
397	1746.451178
398	1746.285214
399	1746.07405
400	1745.738752
401	1745.524985
402	1745.431807
403	1745.115721
404	1744.661439
405	1744.414136
406	1744.253784
407	1744.090634
408	1743.776592
409	1743.56022
410	1743.289716
411	1742.966188
412	1742.597513
413	1742.25364
414	1741.902914
415	1741.583363
416	1741.119706
417	1740.848901
418	1740.566324
419	1740.29504
420	1740.113597
421	1739.571237
422	1739.350628
423	1739.027378
424	1738.880737
425	1738.760027
426	1738.534191
427	1738.260757
428	1737.888817
429	1737.750906
430	1737.483416
431	1737.16736
432	1736.956258
433	1736.723448
434	1736.517026
435	1736.278262
436	1736.006414
437	1735.788456
438	1735.603877
439	1735.390115
440	1735.192507
441	1735.062774
442	1734.867683
443	1734.72782
444	1734.455783
445	1734.349649
446	1734.111508
447	1733.643214
448	1733.408248
449	1733.067454
450	1732.793713
451	1732.385998
452	1732.12346
453	1731.869595
454	1731.679118
455	1731.357048
456	1731.043747
457	1730.709964
458	1730.479491
459	1730.190972
460	1729.926581
461	1729.796727
462	1729.625486
463	1729.36966
464	1729.030983
465	1728.760782
466	1728.585911
467	1728.436992
468	1728.189489
469	1727.877405
470	1727.734026
471	1727.496689
472	1727.210473
473	1727.065064
474	1726.727278
475	1726.475117
476	1726.234944
477	1725.92994
478	1725.690113
479	1725.405428
480	1725.11716
481	1724.995991
482	1724.791762
483	1724.547841
484	1724.20436
485	1724.03459
486	1723.838293
487	1723.649545
488	1723.415175
489	1723.200791
490	1722.983497
491	1722.78387
492	1722.57476
493	1722.444918
494	1722.313805
495	1722.096638
496	1721.808432
497	1721.636183
498	1721.45976
499	1721.243294
500	1720.677911
501	1720.328992
502	1720.102443
503	1719.910924
504	1719.639737
505	1719.285181
506	1719.04326
507	1718.785034
508	1718.59501
509	1718.236655
510	1718.033909
511	1717.863244
512	1717.71474
513	1717.494846
514	1717.190422
515	1716.963107
516	1716.600994
517	1716.498376
518	1716.378204
519	1716.218647
520	1716.077103
521	1715.905509
522	1715.764468
523	1715.615102
524	1715.442769
525	1715.263352
526	1715.022693
527	1714.864689
528	1714.748012
529	1714.570724
530	1714.360864
531	1714.008958
532	1713.815165
533	1713.506033
534	1713.413544
535	1713.008354
536	1712.850547
537	1712.696643
538	1712.508126
539	1712.299301
540	1712.026596
541	1711.739561
542	1711.636743
543	1711.459951
544	1711.266642
545	1711.115437
546	1710.862949
547	1710.681317
548	1710.526749
549	1710.367467
550	1710.226936
551	1710.03177
552	1709.850927
553	1709.732244
554	1709.569579
555	1709.362082
556	1709.151222
557	1708.88927
558	1708.713321
559	1708.495808
560	1708.254346
561	1708.082542
562	1707.83179
563	1707.676425
564	1707.51072
565	1707.275735
566	1707.073354
567	1706.901061
568	1706.72336
569	1706.491335
570	1706.347612
571	1706.172732
572	1706.034751
573	1705.829302
574	1705.388506
575	1705.297306
576	1705.169473
577	1704.887624
578	1704.706676
579	1704.495203
580	1704.320399
581	1704.041318
582	1703.974165
583	1703.784986
584	1703.599414
585	1703.255167
586	1703.199209
587	1702.939506
588	1702.700571
589	1702.559267
590	1702.423208
591	1702.198681
592	1702.130449
593	1701.87025
594	1701.653796
595	1701.38054
596	1701.226097
597	1701.071767
598	1700.870231
599	1700.715539
600	1700.614909
601	1700.534755
602	1700.350961
603	1700.251674
604	1699.996739
605	1699.782792
606	1699.575588
607	1699.283314
608	1699.103915
609	1698.832633
610	1698.690611
611	1698.486615
612	1698.196536
613	1697.983339
614	1697.765656
615	1697.646533
616	1697.498509
617	1697.290129
618	1697.0936
619	1696.980026
620	1696.793725
621	1696.62711
622	1696.490518
623	1696.349994
624	1696.253983
625	1695.996352
626	1695.762636
627	1695.6744
628	1695.528832
629	1695.349283
630	1695.157145
631	1695.06328
632	1694.93292
633	1694.718432
634	1694.497499
635	1694.28803
636	1694.059483
637	1693.973571
638	1693.797576
639	1693.526078
640	1693.361943
641	1693.19812
642	1693.109735
643	1692.97608
644	1692.768485
645	1692.647162
646	1692.337609
647	1692.161697
648	1692.079056
649	1691.918279
650	1691.768946
651	1691.607059
652	1691.460751
653	1691.291425
654	1691.125054
655	1690.938003
656	1690.721682
657	1690.555603
658	1690.390252
659	1690.264605
660	1690.119201
661	1689.945172
662	1689.820651
663	1689.613922
664	1689.356877
665	1689.238711
666	1689.178906
667	1689.095678
668	1688.928899
669	1688.72183
670	1688.517076
671	1688.385928
672	1688.201173
673	1687.988275
674	1687.841155
675	1687.740677
676	1687.545112
677	1687.389367
678	1687.189091
679	1687.091189
680	1686.973292
681	1686.914633
682	1686.8003
683	1686.607178
684	1686.444156
685	1686.325003
686	1686.260194
687	1686.121008
688	1685.910891
689	1685.782214
690	1685.628727
691	1685.425041
692	1685.315231
693	1685.194461
694	1684.96561
695	1684.715623
696	1684.486775
697	1684.304852
698	1684.062574
699	1683.996871
700	1683.882376
701	1683.673999
702	1683.512984
703	1683.364005
704	1683.187967
705	1682.926205
706	1682.748649
707	1682.534405
708	1682.316289
709	1682.111287
710	1682.017968
711	1681.932472
712	1681.697881
713	1681.565171
714	1681.434414
715	1681.248472
716	1681.047892
717	1680.893054
718	1680.704904
719	1680.53993
720	1680.421615
721	1680.307167
722	1680.075414
723	1679.902134
724	1679.663884
725	1679.492856
726	1679.390262
727	1679.246111
728	1679.109539
729	1678.904904
730	1678.825915
731	1678.690017
732	1678.566258
733	1678.357034
734	1678.137545
735	1678.023644
736	1677.793798
737	1677.651774
738	1677.521929
739	1677.310006
740	1677.165733
741	1677.053011
742	1676.856353
743	1676.677269
744	1676.539631
745	1676.356191
746	1676.172116
747	1675.965628
748	1675.775201
749	1675.636967
750	1675.480167
751	1675.365075
752	1675.213778
753	1674.995101
754	1674.903798
755	1674.807647
756	1674.659493
757	1674.412526
758	1674.346645
759	1674.164134
760	1674.007954
761	1673.8839
762	1673.7052
763	1673.622066
764	1673.546236
765	1673.425252
766	1673.266986
767	1673.065448
768	1672.876354
769	1672.631775
770	1672.427104
771	1672.301272
772	1672.142285
773	1672.008458
774	1671.893874
775	1671.776098
776	1671.558524
777	1671.47931
778	1671.304575
779	1671.151806
780	1671.024528
781	1670.870276
782	1670.695884
783	1670.553171
784	1670.431594
785	1670.283128
786	1670.156732
787	1670.055334
788	1669.825437
789	1669.677469
790	1669.550944
791	1669.427757
792	1669.287624
793	1669.174005
794	1669.018353
795	1668.857856
796	1668.710267
797	1668.629722
798	1668.506802
799	1668.371298
800	1668.219184
801	1668.040819
802	1667.866979
803	1667.73825
804	1667.616192
805	1667.445627
806	1667.357098
807	1667.203255
808	1667.110222
809	1666.9715
810	1666.843879
811	1666.532855
812	1666.375364
813	1666.20281
814	1666.071369
815	1665.887056
816	1665.785738
817	1665.686483
818	1665.546962
819	1665.432572
820	1665.270474
821	1665.104946
822	1664.994779
823	1664.828902
824	1664.685996
825	1664.565446
826	1664.417586
827	1664.303642
828	1664.107343
829	1663.995896
830	1663.867765
831	1663.662988
832	1663.56889
833	1663.433749
834	1663.265477
835	1663.112601
836	1662.964986
837	1662.793929
838	1662.652612
839	1662.478749
840	1662.377309
841	1662.184817
842	1662.092697
843	1661.931045
844	1661.722932
845	1661.542715
846	1661.414828
847	1661.28426
848	1661.13507
849	1660.992041
850	1660.865153
851	1660.727342
852	1660.60197
853	1660.399255
854	1660.27568
855	1660.120467
856	1659.981334
857	1659.913232
858	1659.85109
859	1659.741565
860	1659.643195
861	1659.526527
862	1659.432722
863	1659.320049
864	1659.22056
865	1659.068111
866	1658.941944
867	1658.676867
868	1658.531286
869	1658.415914
870	1658.269513
871	1658.131731
872	1658.041956
873	1657.818458
874	1657.642568
875	1657.579793
876	1657.478138
877	1657.333522
878	1657.197058
879	1657.060449
880	1656.975478
881	1656.902158
882	1656.73201
883	1656.672778
884	1656.519385
885	1656.415945
886	1656.238662
887	1656.05134
888	1656.003864
889	1655.881922
890	1655.700929
891	1655.575533
892	1655.435653
893	1655.312357
894	1655.198725
895	1655.108265
896	1655.032755
897	1654.974577
898	1654.825157
899	1654.677101
900	1654.568463
901	1654.43832
902	1654.262589
903	1654.152023
904	1653.992315
905	1653.894831
906	1653.809406
907	1653.721682
908	1653.646774
909	1653.45528
910	1653.341251
911	1653.171972
912	1653.082693
913	1652.986291
914	1652.827917
915	1652.669602
916	1652.584537
917	1652.48783
918	1652.315275
919	1652.212435
920	1652.116132
921	1651.975573
922	1651.839611
923	1651.636653
924	1651.505819
925	1651.410772
926	1651.318189
927	1651.128365
928	1650.982901
929	1650.887969
930	1650.751745
931	1650.611389
932	1650.494461
933	1650.405544
934	1650.344758
935	1650.244375
936	1650.16935
937	1649.986392
938	1649.848192
939	1649.732686
940	1649.665551
941	1649.512314
942	1649.463406
943	1649.367891
944	1649.130491
945	1648.962098
946	1648.754032
947	1648.638623
948	1648.535636
949	1648.462984
950	1648.348202
951	1648.234817
952	1648.085589
953	1647.894728
954	1647.709351
955	1647.631446
956	1647.560291
957	1647.465039
958	1647.353045
959	1647.230958
960	1647.135922
961	1647.064445
962	1647.014726
963	1646.832272
964	1646.749781
965	1646.676226
966	1646.597136
967	1646.494722
968	1646.40769
969	1646.253934
970	1646.120689
971	1646.01769
972	1645.831468
973	1645.729649
974	1645.640004
975	1645.5237
976	1645.414439
977	1645.357894
978	1645.229251
979	1645.070847
980	1644.972302
981	1644.836795
982	1644.752441
983	1644.661316
984	1644.509441
985	1644.384651
986	1644.279133
987	1644.217187
988	1644.121032
989	1643.979887
990	1643.806267
991	1643.703167
992	1643.582494
993	1643.524439
994	1643.422817
995	1643.350274
996	1643.269579
997	1643.183772
998	1643.051175
999	1642.90725
