iter	RMSE
327	0.179127807
328	0.1790803839
329	0.1790055915
330	0.1789255912
331	0.1789089891
332	0.1788335555
333	0.1787724636
334	0.1787305932
335	0.1786936421
336	0.1786475331
337	0.1785500308
338	0.1785083384
339	0.1784539227
340	0.1784251408
341	0.1783263256
342	0.1782583342
343	0.1781951913
344	0.178133551
345	0.1780792704
346	0.1780545397
347	0.178005009
348	0.177945146
349	0.1779260813
350	0.1778456836
351	0.177779995
352	0.1777431696
353	0.1776998145
354	0.1776435268
355	0.177596768
356	0.1775249839
357	0.1774647419
358	0.1773884845
359	0.1772994615
360	0.177245835
361	0.1772021198
362	0.1771334259
363	0.1770642237
364	0.1770019161
365	0.1769206552
366	0.1768875859
367	0.1768418915
368	0.1767925487
369	0.1767498162
370	0.1766834054
371	0.1766156801
372	0.1765346826
373	0.1764902444
374	0.1764691204
375	0.1763758783
376	0.1763330393
377	0.1762418324
378	0.1761808807
379	0.1760925484
380	0.1760047734
381	0.1759772604
382	0.1759063349
383	0.1758841352
384	0.1758140942
385	0.1757812225
386	0.1757316588
387	0.1757088365
388	0.1756808177
389	0.175621904
390	0.175540228
391	0.1754927303
392	0.1754231469
393	0.1753821387
394	0.1752814534
395	0.1752503754
396	0.1751653128
397	0.1750991002
398	0.1750350796
399	0.1750056119
400	0.1749138084
401	0.1749009677
402	0.1748252774
403	0.1747796101
404	0.1747479289
405	0.174654024
406	0.1746095124
407	0.1745598109
408	0.1745294461
409	0.1744555322
410	0.1743674281
411	0.1743151293
412	0.1742708787
413	0.1742063519
414	0.1741360636
415	0.1740728587
416	0.1740522187
417	0.1740023352
418	0.1739609595
419	0.1739278528
420	0.1738845248
421	0.1738241668
422	0.1737550088
423	0.1736981062
424	0.1736222667
425	0.1735499
426	0.1735170638
427	0.173448663
428	0.1734076426
429	0.1733526285
430	0.1733237014
431	0.1732354459
432	0.173146283
433	0.1730472233
434	0.1729944944
435	0.1729636553
436	0.1729151595
437	0.1728497557
438	0.1727152138
439	0.1726765177
440	0.1726289875
441	0.1725374517
442	0.1725241416
443	0.172458206
444	0.1723954264
445	0.1723498146
446	0.1722896728
447	0.1722314202
448	0.1722038376
449	0.1721424246
450	0.172111042
451	0.1720699235
452	0.1720266771
453	0.1719286746
454	0.1719115143
455	0.1718241875
456	0.1717142958
457	0.1716544402
458	0.1715857161
459	0.1715559573
460	0.171492477
461	0.1713825539
462	0.1712896825
463	0.1712339064
464	0.1711682268
465	0.1711162347
466	0.1710461956
467	0.1710115189
468	0.1709678412
469	0.1709269196
470	0.1708684424
471	0.1708193313
472	0.1707729768
473	0.1707580886
474	0.1706756957
475	0.1706149176
476	0.1705460129
477	0.1705160041
478	0.170449523
479	0.1704212885
480	0.1703508507
481	0.1702953453
482	0.1702250281
483	0.1701491431
484	0.1701209546
485	0.1700940175
486	0.1700189201
487	0.1699726237
488	0.1699196137
489	0.1698693475
490	0.1698164208
491	0.1697723957
492	0.1697521104
493	0.1696614687
494	0.1695993712
495	0.1695664265
496	0.1695307725
497	0.16948452
498	0.1694281503
499	0.1694045023
500	0.169360187
501	0.1693075112
502	0.1692212851
503	0.1691466858
504	0.1691168358
505	0.169061428
506	0.169020768
507	0.1689532856
508	0.1689261363
509	0.1688927187
510	0.1688029419
511	0.1687341218
512	0.1686746026
513	0.1686040945
514	0.1685656967
515	0.1685366059
516	0.1684628654
517	0.1683980845
518	0.1683343383
519	0.1683142884
520	0.1682596809
521	0.1682179676
522	0.1681610407
523	0.1681396698
524	0.1681032934
525	0.1680730664
526	0.168020433
527	0.1680021139
528	0.1679747518
529	0.1679206228
530	0.1678780506
531	0.1678370822
532	0.1677560582
533	0.1677139822
534	0.1676419465
535	0.1675704476
536	0.1675239664
537	0.167489735
538	0.16742883
539	0.1673598299
540	0.1673014078
541	0.1672851149
542	0.1672185008
543	0.1671564131
544	0.1671320169
545	0.1671022508
546	0.1670644496
547	0.1669983196
548	0.1669191935
549	0.1668956525
550	0.1668565802
551	0.1667858255
552	0.1667626921
553	0.1667148519
554	0.1666683174
555	0.1665994266
556	0.1665442024
557	0.1665058842
558	0.1664696763
559	0.1664031486
560	0.1663506175
561	0.1663101233
562	0.1662899368
563	0.1662702954
564	0.1662293022
565	0.1661921408
566	0.166151832
567	0.1660568635
568	0.1660092009
569	0.16596865
570	0.1659230183
571	0.1658592546
572	0.1658310453
573	0.165749034
574	0.1656735895
575	0.16561535
576	0.1655273977
577	0.1654941803
578	0.1654392642
579	0.1653738898
580	0.1653143514
581	0.1652652569
582	0.1652163449
583	0.1651840108
584	0.165120897
585	0.1650754665
586	0.1650286251
587	0.1650063314
588	0.1649865775
589	0.1649263172
590	0.1648963717
591	0.1648550482
592	0.1647756502
593	0.1647427307
594	0.1646991538
595	0.1646666393
596	0.1646471784
597	0.1646104396
598	0.1645791745
599	0.1645516755
600	0.1645244291
601	0.1644988723
602	0.1644504185
603	0.16441226
604	0.1643979262
605	0.1643576859
606	0.1643335542
607	0.1642843553
608	0.1642549814
609	0.1641837805
610	0.1641417218
611	0.1641190752
612	0.1640636725
613	0.163987542
614	0.1639289557
615	0.1638816769
616	0.1638528353
617	0.1638094473
618	0.1637677183
619	0.1637300921
620	0.1636962477
621	0.1636464402
622	0.1636142689
623	0.1635399242
624	0.1634863113
625	0.1634345129
626	0.1633839271
627	0.1633489855
628	0.1632980455
629	0.1632715575
630	0.1632164588
631	0.163153874
632	0.1630791094
633	0.1630185307
634	0.1629726586
635	0.1629153418
636	0.1628827207
637	0.1627989198
638	0.1627776169
639	0.1627198373
640	0.1626543047
641	0.1626082
642	0.1625885776
643	0.162525725
644	0.1625064035
645	0.162470108
646	0.1624455344
647	0.1623965924
648	0.1623695069
649	0.1623065429
650	0.1622819457
651	0.1622389452
652	0.1621600017
653	0.1621323236
654	0.1620772207
655	0.1620388106
656	0.1619773541
657	0.1619378036
658	0.1619116731
659	0.1618386215
660	0.1618244286
661	0.1617858684
662	0.1617447392
663	0.1617072914
664	0.1616644553
665	0.1616539277
666	0.161577883
667	0.1615202356
668	0.161499848
669	0.161466821
670	0.1614285352
671	0.1613483591
672	0.161319959
673	0.1612904257
674	0.1612538278
675	0.1612290689
676	0.1612032581
677	0.1611844837
678	0.1611065398
679	0.1610733633
680	0.1610120068
681	0.1609519279
682	0.1609048162
683	0.1608730122
684	0.1608298851
685	0.1607926397
686	0.1607826758
687	0.1607256032
688	0.1606810307
689	0.1606634461
690	0.1606358585
691	0.1605951314
692	0.1605651418
693	0.1605180899
694	0.1604491363
695	0.1604052941
696	0.1603531282
697	0.1603098016
698	0.1602617601
699	0.1602178368
700	0.1601483081
701	0.1601070698
702	0.1600669693
703	0.1600104767
704	0.159922156
705	0.1598986251
706	0.1598739699
707	0.1598645207
708	0.1598184277
709	0.1597814242
710	0.1597275267
711	0.1596617356
712	0.1595730154
713	0.1595579006
714	0.1595273107
715	0.1594913958
716	0.1594462922
717	0.1593918281
718	0.1593389336
719	0.1593165057
720	0.1592787857
721	0.1592211387
722	0.1591993246
723	0.1591500264
724	0.1590851588
725	0.1590548552
726	0.1590073881
727	0.1589427719
728	0.1589230471
729	0.1588847413
730	0.1588108795
731	0.1587507678
732	0.158718983
733	0.1586664005
734	0.1586395706
735	0.1586162209
736	0.1585802491
737	0.158536575
738	0.1584967061
739	0.1584767794
740	0.1584515358
741	0.1584191334
742	0.1583608299
743	0.1583185377
744	0.1582696894
745	0.1582403745
746	0.1582204671
747	0.1581507152
748	0.1581259489
749	0.1580936423
750	0.1580409655
751	0.1579915167
752	0.1579433258
753	0.1578970065
754	0.1578379207
755	0.1577991144
756	0.1577370862
757	0.1577060957
758	0.1576908397
759	0.1576649793
760	0.1576200645
761	0.1575952627
762	0.1575666947
763	0.1575425259
764	0.1575008253
765	0.1574690245
766	0.1574237976
767	0.1573694054
768	0.1572980025
769	0.1572657365
770	0.1572330343
771	0.1571867658
772	0.1571155167
773	0.1570854359
774	0.1570682621
775	0.1570338192
776	0.1569997199
777	0.1569292483
778	0.1568861172
779	0.1568471174
780	0.1568080016
781	0.1567684141
782	0.1567422842
783	0.1567177301
784	0.156654702
785	0.1566131966
786	0.1565697351
787	0.1565377628
788	0.1564995826
789	0.1564523402
790	0.1564089925
791	0.1563806357
792	0.1563580334
793	0.1563158339
794	0.1562847882
795	0.1562265352
796	0.1561799734
797	0.1561530782
798	0.1560938285
799	0.1560589732
800	0.1560014176
801	0.1559342816
802	0.155895387
803	0.1558607742
804	0.155833629
805	0.1558013902
806	0.1557297799
807	0.1557123934
808	0.1556689605
809	0.1556393558
810	0.1556036552
811	0.1555608008
812	0.1555421243
813	0.1554704688
814	0.1554283099
815	0.1553881019
816	0.155340692
817	0.1552509335
818	0.1551569626
819	0.15512311
820	0.1551089802
821	0.155058363
822	0.1550125358
823	0.1549550101
824	0.1549192846
825	0.1548953601
826	0.1548258954
827	0.1547883719
828	0.1547384098
829	0.1547018468
830	0.1546591864
831	0.1546105077
832	0.1545970025
833	0.1545529064
834	0.1545295162
835	0.1544911817
836	0.1544417581
837	0.1543938001
838	0.1543767868
839	0.1543592055
840	0.1543137217
841	0.1542854472
842	0.1542520238
843	0.1542281707
844	0.1541809264
845	0.1541507065
846	0.1541350886
847	0.1540869179
848	0.1540637964
849	0.154028319
850	0.1539703929
851	0.1539180568
852	0.1538916771
853	0.1538519479
854	0.1538443551
855	0.1538047865
856	0.1537671786
857	0.1537526864
858	0.1537102983
859	0.1536854678
860	0.1536490959
861	0.1535928762
862	0.1535342852
863	0.1534823289
864	0.1534290266
865	0.1534045629
866	0.1533630846
867	0.1533332223
868	0.1532864044
869	0.1532643541
870	0.153238405
871	0.153202113
872	0.1531742508
873	0.1531542107
874	0.1531247187
875	0.1531036364
876	0.1530477406
877	0.1530205902
878	0.1529891432
879	0.1529776116
880	0.1529319533
881	0.1529245431
882	0.1528697818
883	0.1528285817
884	0.1528152477
885	0.1527921339
886	0.1527352287
887	0.1527017203
888	0.1526771993
889	0.1526151276
890	0.1525752282
891	0.1525433329
892	0.152479577
893	0.1524477218
894	0.1524087508
895	0.1523849563
896	0.1523461067
897	0.1523307003
898	0.1523087922
899	0.1522626631
900	0.1522410023
901	0.1522055346
902	0.1521571749
903	0.1521274043
904	0.1520951142
905	0.1520809153
906	0.1520484614
907	0.1520293944
908	0.1520029985
909	0.1519868446
910	0.1519622404
911	0.1519319595
912	0.1518712365
913	0.151827439
914	0.1517957113
915	0.1517539671
916	0.1517413448
917	0.1517139393
918	0.1516957634
919	0.1516498849
920	0.1516321023
921	0.1515938666
922	0.1515599813
923	0.1515407969
924	0.1515063698
925	0.1514792265
926	0.1514344734
927	0.151417723
928	0.1513767703
929	0.1513394535
930	0.1513206301
931	0.1512859954
932	0.1512291103
933	0.1511868378
934	0.1511334982
935	0.1510988461
936	0.1510811284
937	0.1510119195
938	0.1509845393
939	0.1509490048
940	0.1509203652
941	0.1509035699
942	0.1508766775
943	0.1508544417
944	0.1507993614
945	0.1507695466
946	0.1507208267
947	0.1506883299
948	0.1506571147
949	0.1506371784
950	0.1506028874
951	0.1505775674
952	0.1505240928
953	0.1505039021
954	0.1504707706
955	0.1504572001
956	0.150432313
957	0.150411571
958	0.1503307851
959	0.1502640664
960	0.150236562
961	0.1502080323
962	0.1501569546
963	0.1501050529
964	0.1500907574
965	0.1500451031
966	0.1500228925
967	0.149961055
968	0.1499028939
969	0.14987536
970	0.1498469179
971	0.1498266126
972	0.1497849622
973	0.1497419313
974	0.1496956138
975	0.1496519871
976	0.1496253154
977	0.1496006336
978	0.1495600681
979	0.1495386837
980	0.1495143789
981	0.149483196
982	0.1494363263
983	0.149412549
984	0.1493967888
985	0.1493565856
986	0.1493123783
987	0.149303142
988	0.149266366
989	0.149219578
990	0.1491777105
991	0.1491403536
992	0.1491144251
993	0.1490759082
994	0.1490660138
995	0.1490022702
996	0.1489836535
997	0.1489513997
998	0.1489204624
999	0.1488920054
