iter	Logloss
316	0.5542597627
317	0.5542066714
318	0.5541189528
319	0.5540655022
320	0.5540032089
321	0.553936746
322	0.5538642203
323	0.5537932163
324	0.5537342181
325	0.5536824209
326	0.5536378487
327	0.5536038923
328	0.55353574
329	0.5534687499
330	0.5533958648
331	0.5533442952
332	0.5532888076
333	0.5532240821
334	0.553168259
335	0.553111753
336	0.5530528865
337	0.5529878255
338	0.5529063734
339	0.5528570324
340	0.5527944157
341	0.5527391917
342	0.5527013772
343	0.5526449191
344	0.5526043488
345	0.5525474713
346	0.5524914805
347	0.5524492687
348	0.5524055232
349	0.552351138
350	0.5523009104
351	0.5522514736
352	0.552186137
353	0.5521573448
354	0.5520884615
355	0.5520376109
356	0.5519826505
357	0.5519180448
358	0.5518619341
359	0.5518172301
360	0.5517804581
361	0.5517172422
362	0.5516683086
363	0.5516142349
364	0.5515549491
365	0.5514868926
366	0.5514126056
367	0.5513611559
368	0.5512819563
369	0.5512266844
370	0.551175666
371	0.5511116953
372	0.5510633848
373	0.5509833346
374	0.5509264931
375	0.5508581251
376	0.5508108689
377	0.5507591556
378	0.5507269366
379	0.5506878521
380	0.5506601862
381	0.5506249597
382	0.5505608093
383	0.5505216289
384	0.550468346
385	0.5503967669
386	0.5503538961
387	0.5502958923
388	0.5502299087
389	0.5501460123
390	0.5500875532
391	0.5500290462
392	0.5499867026
393	0.5499327727
394	0.5498638775
395	0.5498493316
396	0.5497833959
397	0.5497449584
398	0.5496957013
399	0.5496493318
400	0.5496211627
401	0.5495947548
402	0.5495279804
403	0.5494634586
404	0.5494100558
405	0.549355383
406	0.549319869
407	0.5492527591
408	0.5491797302
409	0.5491176286
410	0.5490689227
411	0.5490539455
412	0.5490116139
413	0.5489590738
414	0.5489104638
415	0.5488699654
416	0.548835386
417	0.5487673534
418	0.5486929346
419	0.5486310847
420	0.5485851107
421	0.5485541857
422	0.548479683
423	0.5484443727
424	0.5484131842
425	0.5483584275
426	0.5482965177
427	0.5482361175
428	0.5481278982
429	0.5480338412
430	0.5479093506
431	0.5478697868
432	0.5478146946
433	0.5477590632
434	0.5477154256
435	0.5476682414
436	0.5476403358
437	0.5475932355
438	0.5475796601
439	0.5475368372
440	0.5474683374
441	0.5474264252
442	0.547391055
443	0.5473585365
444	0.547330583
445	0.5472841416
446	0.5472344412
447	0.5471694281
448	0.5471161092
449	0.5470765814
450	0.5470408757
451	0.5469965671
452	0.5469454528
453	0.5468970225
454	0.5468521867
455	0.5468160017
456	0.5467656304
457	0.5467175715
458	0.546661317
459	0.5466096636
460	0.5465552304
461	0.5465357001
462	0.546485796
463	0.546427337
464	0.5463665175
465	0.5462933088
466	0.5462368028
467	0.5461787032
468	0.5461304765
469	0.5460732636
470	0.5460458732
471	0.5460149003
472	0.5459736351
473	0.5459200167
474	0.5459041288
475	0.5458294105
476	0.5457999952
477	0.5457472754
478	0.5456837481
479	0.5456388044
480	0.5455937889
481	0.5455642299
482	0.5455099884
483	0.5454603599
484	0.5454038778
485	0.545374834
486	0.5453506068
487	0.5453109951
488	0.5452568854
489	0.5452082753
490	0.5451573408
491	0.5450944964
492	0.5450609594
493	0.5450036626
494	0.544949517
495	0.5448865168
496	0.5448415013
497	0.544784504
498	0.5447144345
499	0.5446904351
