iter	Logloss
270	0.1469681131
271	0.1467747892
272	0.1466019541
273	0.1464875642
274	0.1463663939
275	0.1463010617
276	0.1461877793
277	0.1460442481
278	0.1459356825
279	0.1458402569
280	0.1457554619
281	0.145654633
282	0.145510812
283	0.1454320904
284	0.1453253066
285	0.1451909525
286	0.1451104816
287	0.145016143
288	0.14491793
289	0.1448413542
290	0.1447690166
291	0.1446730392
292	0.1445545745
293	0.1443841274
294	0.1441557361
295	0.1439955794
296	0.1438714791
297	0.143758585
298	0.1436029689
299	0.1435290947
300	0.1434399346
301	0.143265007
302	0.1431613417
303	0.1429609534
304	0.1428854647
305	0.1427669304
306	0.1426268941
307	0.1425667606
308	0.1424816713
309	0.1423964389
310	0.14231137
311	0.1422576247
312	0.1421622073
313	0.1420515654
314	0.1419620946
315	0.1418832995
316	0.1417980098
317	0.141695166
318	0.1416318365
319	0.1414714017
320	0.1414071689
321	0.1413402958
322	0.141202675
323	0.1411194371
324	0.1409897739
325	0.1409093847
326	0.1407984118
327	0.140684022
328	0.1405680955
329	0.1404957906
330	0.140432976
331	0.1403591302
332	0.1402215845
333	0.1401669604
334	0.1401079468
335	0.1400384989
336	0.1399450759
337	0.1398312749
338	0.1397557207
339	0.1396297892
340	0.1395600796
341	0.1395081612
342	0.1394393018
343	0.1393350313
344	0.1391913843
345	0.1391071389
346	0.138957016
347	0.1388650276
348	0.1387908855
349	0.1387415297
350	0.1386695968
351	0.1386190966
352	0.1385663588
353	0.1384779303
354	0.1384231612
355	0.1383414273
356	0.1382674325
357	0.1381976636
358	0.1380753653
359	0.1380210825
360	0.1379772096
361	0.1378679329
362	0.137779956
363	0.1376946805
364	0.1376472068
365	0.1375318996
366	0.1374233296
367	0.1373478164
368	0.1373004898
369	0.1372568314
370	0.1371678144
371	0.1370757258
372	0.1369777458
373	0.1369040655
374	0.1368149483
375	0.1367379003
376	0.1366737247
377	0.1366210869
378	0.1365281544
379	0.1364642098
380	0.1363927058
381	0.1362961376
382	0.1362448446
383	0.1361970603
384	0.136137548
385	0.1360886071
386	0.1359999435
387	0.1359269418
388	0.1358550987
389	0.1357858101
390	0.1357149214
391	0.1356193238
392	0.1355504173
393	0.1354495357
394	0.135333883
395	0.1352850401
396	0.1352333649
397	0.1351233778
398	0.1350811295
399	0.1350173973
400	0.134982236
401	0.134938404
402	0.1348772793
403	0.1347479145
404	0.1347074421
405	0.1346681017
406	0.134595762
407	0.1345569877
408	0.1345163599
409	0.1344397145
410	0.1343906591
411	0.1343227806
412	0.1342883325
413	0.1341666556
414	0.1340927239
415	0.1340181445
416	0.1339415787
417	0.1338710415
418	0.1338346929
419	0.1337846832
420	0.1337084202
421	0.1336516953
422	0.1335749681
423	0.1334775278
424	0.1334164153
425	0.1333825354
426	0.133333245
427	0.1332871037
428	0.1332070231
429	0.1331256223
430	0.1330784613
431	0.1329964802
432	0.1329384352
433	0.1327971566
434	0.1327598292
435	0.1326689647
436	0.1325463128
437	0.132506108
438	0.1324242618
439	0.1323055675
440	0.1322378954
441	0.1321711619
442	0.1321388861
443	0.132103872
444	0.1320128442
445	0.1319734201
446	0.1319396811
447	0.1318946433
448	0.1318391302
449	0.1317231097
450	0.1316874927
451	0.1316499752
452	0.1316043673
453	0.1315319704
454	0.131411542
455	0.1313763193
456	0.1313332822
457	0.1312071482
458	0.1311414705
459	0.1311072002
460	0.1310617884
461	0.130972144
462	0.1309414295
463	0.130911937
464	0.1308378746
465	0.1308065245
466	0.1307499938
467	0.1306422609
468	0.1305881436
469	0.130549917
470	0.1305162536
471	0.1304711913
472	0.1303736202
473	0.1303147352
474	0.1302736354
475	0.1302157293
476	0.1301471927
477	0.1301172322
478	0.1300824674
479	0.1300229122
480	0.1299944067
481	0.1299624599
482	0.1298940623
483	0.1298665132
484	0.129838958
485	0.1297979256
486	0.1297189321
487	0.1296245549
488	0.1295683757
489	0.1294732403
490	0.1294300131
491	0.1293518659
492	0.1293168702
493	0.1292631799
494	0.1291497508
495	0.1290580242
496	0.1290191089
497	0.1289495057
498	0.1288888285
499	0.1288576522
500	0.1287435977
501	0.1286389703
502	0.1285973717
503	0.1285661382
504	0.1285229089
505	0.1284627509
506	0.1284067356
507	0.1283371609
508	0.1282765043
509	0.128231493
510	0.1281591369
511	0.1281316471
512	0.1280315277
513	0.1279168273
514	0.1278452539
515	0.1278152342
516	0.1277795028
517	0.1277429825
518	0.1276454134
519	0.1276154795
520	0.1275468491
521	0.1274914055
522	0.1274328884
523	0.1273717986
524	0.1273365903
525	0.1272871977
526	0.1272335545
527	0.1271634831
528	0.1271330301
529	0.1271069544
530	0.1270671032
531	0.1270344534
532	0.1270016544
533	0.1269460433
534	0.1268754427
535	0.1268247402
536	0.1267845374
537	0.1267168959
538	0.1266705727
539	0.1266287924
540	0.1265775626
541	0.1264564986
542	0.126380297
543	0.1263278697
544	0.1262484657
545	0.1261837669
546	0.1261463229
547	0.1261155838
548	0.1260885027
549	0.1260578127
550	0.1260205363
551	0.125961024
552	0.1259240092
553	0.1258563966
554	0.1257521101
555	0.1257258219
556	0.1256750275
557	0.1255801865
558	0.1255538553
559	0.1255278532
560	0.1254819244
561	0.1254197126
562	0.1253601821
563	0.1253087096
564	0.1252572898
565	0.1251710235
566	0.1251072016
567	0.1250523281
568	0.1249821773
569	0.1249562998
570	0.1249309987
571	0.1248959477
572	0.1247852481
573	0.1247455971
574	0.1246509338
575	0.1245936632
576	0.1245694778
577	0.1245412176
578	0.1244728138
579	0.1244359359
580	0.1243831796
581	0.1243581441
582	0.1243327918
583	0.1242841819
584	0.1242595919
585	0.1242354739
586	0.124209292
587	0.1241827872
588	0.1241528675
589	0.1240774893
590	0.1240523884
591	0.1239957903
592	0.1239653066
593	0.1238790567
594	0.1238292227
595	0.1237717866
596	0.123672785
597	0.1236153737
598	0.1235827116
599	0.1235196335
600	0.1234713096
601	0.123390187
602	0.1233627993
603	0.1233335051
604	0.1232409915
605	0.1231862386
606	0.1231446892
607	0.1230711887
608	0.1230470687
609	0.1230233901
610	0.1229914372
611	0.1229608207
612	0.1229331184
613	0.1228876391
614	0.122865109
615	0.1228040784
616	0.1227805674
617	0.122731796
618	0.122674309
619	0.1226253802
620	0.1226031423
621	0.1225677317
622	0.1225085484
623	0.122486899
624	0.1224437658
625	0.1223984664
626	0.1223313257
627	0.1223003843
628	0.1222493936
629	0.1221807039
630	0.1221474778
631	0.1221028733
632	0.1220780156
633	0.1220118741
634	0.1219053787
635	0.1218827873
636	0.1218612626
637	0.1218147331
638	0.1216989578
639	0.1216614301
640	0.1216407657
641	0.1216172894
642	0.1215902676
643	0.1215694929
644	0.1215246186
645	0.1215006212
646	0.1214724856
647	0.1214428623
648	0.1214207981
649	0.1214001031
650	0.1213510395
651	0.1212675034
652	0.1212048216
653	0.1211829924
654	0.1211626631
655	0.1211418189
656	0.1210906872
657	0.1210616403
658	0.1210356116
659	0.121015123
660	0.1209739515
661	0.1209115599
662	0.1208601218
663	0.1208258699
664	0.1207745726
665	0.1207538878
666	0.1207352691
667	0.1206549393
668	0.1206320107
669	0.1205669789
670	0.1205378971
671	0.1204839228
672	0.1204425246
673	0.1203787903
674	0.1203295141
675	0.120309847
676	0.1202897958
677	0.1202527564
678	0.1202113991
679	0.1201909452
680	0.1201396133
681	0.1201196867
682	0.1200865464
683	0.120066346
684	0.1200162757
685	0.1199889412
686	0.1199706187
687	0.119950122
688	0.1199052048
689	0.1198816938
690	0.1198568013
691	0.1198370933
692	0.1198187137
693	0.119798272
694	0.1197165792
695	0.1196791353
696	0.1196517845
697	0.1196313755
698	0.1196046132
699	0.1195800988
700	0.1195342681
701	0.1195152794
702	0.1194642786
703	0.1194394331
704	0.119412724
705	0.1193889207
706	0.1193281067
707	0.1193079778
708	0.1192424779
709	0.1192234627
710	0.1191767328
711	0.119139342
712	0.119118884
713	0.1191007598
714	0.1190595679
715	0.1190408041
716	0.1190209285
717	0.1189898257
718	0.1189419883
719	0.1188881162
720	0.1188653409
721	0.1188466526
722	0.1188206321
723	0.1188019112
724	0.1187651335
725	0.1187476714
726	0.1187262672
727	0.1187102111
728	0.1186913593
729	0.1186748944
730	0.118614154
731	0.1185957723
732	0.1185693124
733	0.11851777
734	0.1184462478
735	0.1183883908
736	0.1183259072
737	0.1182982253
738	0.1182476108
739	0.118228473
740	0.1182058284
741	0.1181851824
742	0.1181660426
743	0.118140674
744	0.1180698406
745	0.1180513546
746	0.1180326868
747	0.1179774843
748	0.1179602899
749	0.1179365459
750	0.1178757096
751	0.1178282318
752	0.1177897476
753	0.117746639
754	0.1177274092
755	0.1177086739
756	0.1176903842
757	0.1176729077
758	0.11765096
759	0.117635145
760	0.1175541
761	0.1174983255
762	0.1174798621
763	0.1174363408
764	0.1174124312
765	0.1173840872
766	0.1173329412
767	0.1173105317
768	0.1172933536
769	0.1172450256
770	0.1172204438
771	0.1172030797
772	0.1171848247
773	0.1171473358
774	0.117126275
775	0.1170823223
776	0.1170392872
777	0.117020556
778	0.1169365049
779	0.116901035
780	0.1168794531
781	0.1168541356
782	0.1168308514
783	0.1168102953
784	0.116794746
785	0.116774474
786	0.1167083467
787	0.1166488692
788	0.1166046488
789	0.116548018
790	0.1165040797
791	0.1164850461
792	0.1164609874
793	0.1164180708
794	0.1163996605
795	0.1163461848
796	0.1163301696
797	0.1163126993
798	0.1162978222
799	0.1162514071
800	0.1162225338
801	0.1161760635
802	0.1161587853
803	0.1161413558
804	0.1160673958
805	0.1160018743
806	0.1159510717
807	0.115934852
808	0.1159104194
809	0.1158625001
810	0.1158449767
811	0.115770665
812	0.1157530415
813	0.115738518
814	0.1156923159
815	0.1156538359
816	0.1155989543
817	0.1155818722
818	0.1155638645
819	0.1155485093
820	0.1155307284
821	0.1155146497
822	0.1154867839
823	0.1154261008
824	0.1154091454
825	0.1153685503
826	0.1153512802
827	0.1153340449
828	0.1153112308
829	0.1152918865
830	0.1152765804
831	0.115261076
832	0.1152278765
833	0.1152052994
834	0.1151792563
835	0.1151649862
836	0.115147473
837	0.1151303828
838	0.1151138035
839	0.1150936562
840	0.1150373892
841	0.1150199353
842	0.1150047435
843	0.1149384201
844	0.114919501
845	0.1149006676
846	0.1148667182
847	0.1148302265
848	0.1147618146
849	0.1147484089
850	0.1147323221
851	0.1147161413
852	0.1146996151
853	0.1146733719
854	0.1146582006
855	0.1145997021
856	0.1145806051
857	0.1145655298
858	0.1145493674
859	0.1145078853
860	0.114473662
861	0.1144567271
862	0.1143893534
863	0.1143524816
864	0.1143371039
865	0.1143013683
866	0.1142760916
867	0.1142284998
868	0.1142138721
869	0.1141785717
870	0.1141649781
871	0.1141490425
872	0.1141354754
873	0.1140892176
874	0.1140714101
875	0.1140373482
876	0.1140231394
877	0.1139689445
878	0.1139545621
879	0.1139396585
880	0.1138753582
881	0.1138556052
882	0.113802475
883	0.1137866845
884	0.1137426459
885	0.1137283513
886	0.1136681525
887	0.1136388746
888	0.1136182613
889	0.1135983755
890	0.1135644792
891	0.1135500967
892	0.11353308
893	0.1135075582
894	0.1134895913
895	0.1134670898
896	0.1134111549
897	0.1133721149
898	0.1133557971
899	0.1133288427
900	0.1133128335
901	0.1132806796
902	0.1132660131
903	0.1132515673
904	0.1132291414
905	0.113192854
906	0.1131278406
907	0.1130877195
908	0.1130263988
909	0.1130002577
910	0.1129575865
911	0.1129351708
912	0.1129205921
913	0.1128864486
914	0.1128405157
915	0.1128251421
916	0.1127398056
917	0.1127235328
918	0.1126964905
919	0.1126810556
920	0.1126652631
921	0.1126075614
922	0.112594311
923	0.1125791357
924	0.1125068535
925	0.1124819814
926	0.1124608614
927	0.112447613
928	0.112431424
929	0.1123843876
930	0.1123701052
931	0.1123290987
932	0.1122900239
933	0.112274916
934	0.1122510453
935	0.1122361519
936	0.1121945555
937	0.1121770341
938	0.112163796
939	0.1121482323
940	0.1121285162
941	0.1120994283
942	0.1120529171
943	0.1120346539
944	0.1120067676
945	0.1119560425
946	0.1118848229
947	0.1118329577
948	0.1118185609
949	0.111798906
950	0.1117613088
951	0.1117480993
952	0.1117331855
953	0.1116634881
954	0.1116483822
955	0.1116346496
956	0.1115923338
957	0.1115615988
958	0.1115345953
959	0.1114976663
960	0.1114811871
961	0.1114480611
962	0.1114064831
963	0.111368048
964	0.1113307981
965	0.111280488
966	0.1112429112
967	0.1112266875
968	0.1111903797
969	0.1111750654
970	0.1111561707
971	0.1111411057
972	0.1110967688
973	0.1110830341
974	0.111068668
975	0.1110563127
976	0.1110281239
977	0.1109983699
978	0.1109841263
979	0.110934977
980	0.1109121669
981	0.1108810048
982	0.1108460192
983	0.110830993
984	0.1107759725
985	0.1107478799
986	0.1107332358
987	0.1107204534
988	0.1107054129
989	0.1106862669
990	0.1106454286
991	0.1106330508
992	0.1106187398
993	0.110605185
994	0.1105663923
995	0.1105219083
996	0.1105074155
997	0.1104936072
998	0.1104529733
999	0.1104411963
1000	0.1104168189
1001	0.1104031128
1002	0.1103889306
1003	0.1103658037
1004	0.1103398834
1005	0.1103212891
1006	0.1102816933
1007	0.1102576693
1008	0.1102171478
1009	0.1102030678
1010	0.1101831902
1011	0.1101177395
1012	0.1101035654
1013	0.1100637754
1014	0.1100468201
1015	0.1100146117
1016	0.1099636313
1017	0.1099484416
1018	0.1099114677
1019	0.1098546632
1020	0.1098420197
1021	0.1098289717
1022	0.1098093781
1023	0.1097909412
1024	0.1097768939
1025	0.1097170322
1026	0.1097024658
1027	0.1096883775
1028	0.1096291065
1029	0.1095941005
1030	0.109570616
1031	0.1095505259
1032	0.109514308
1033	0.1094728873
1034	0.1094575199
1035	0.1094398636
1036	0.1094239035
1037	0.1093827629
1038	0.1093395295
1039	0.1092946674
1040	0.1092805833
1041	0.1091851476
1042	0.1091631242
1043	0.1091487765
1044	0.1091358613
1045	0.1091078647
1046	0.1090906662
1047	0.1090552678
1048	0.109010324
1049	0.1089775782
1050	0.1089636759
1051	0.1089353503
1052	0.1089220693
1053	0.1089090518
1054	0.1088807855
1055	0.1088482051
1056	0.1088369656
1057	0.1088191295
1058	0.1087877283
1059	0.10874707
1060	0.1087334742
1061	0.1087090947
1062	0.1086657817
1063	0.1086483768
1064	0.1086345624
1065	0.1085794642
1066	0.1085428254
1067	0.1085208184
1068	0.1084886999
1069	0.1084326863
1070	0.108387344
1071	0.1083667716
1072	0.1083382518
1073	0.1083203626
1074	0.1083035013
1075	0.1082899342
1076	0.1082758705
1077	0.1082640118
1078	0.10822414
1079	0.1082111165
1080	0.1081977027
1081	0.1081712142
1082	0.1081576859
1083	0.1081444089
1084	0.1081120392
1085	0.1080959973
1086	0.108083035
1087	0.1080488179
1088	0.1080142084
1089	0.1080019083
1090	0.1079717046
1091	0.1079322123
1092	0.1079211403
1093	0.1078792344
1094	0.1078604828
1095	0.1078158804
1096	0.1078024522
1097	0.1077719706
1098	0.107732763
1099	0.1077213661
1100	0.1076877069
1101	0.1076752433
1102	0.1076645065
1103	0.1076336489
1104	0.1076170737
1105	0.107544209
1106	0.1075336092
1107	0.1075206796
1108	0.107485504
1109	0.1074741173
1110	0.1074220416
1111	0.107410704
1112	0.1073794766
1113	0.1073382541
1114	0.1073246216
1115	0.1073029906
1116	0.1072906496
1117	0.1072789564
1118	0.107256696
1119	0.1072396467
1120	0.1072162502
1121	0.1071980115
1122	0.1071162738
1123	0.1070762018
1124	0.1070622505
1125	0.1070465316
1126	0.1069953148
1127	0.1069649552
1128	0.1069186975
1129	0.1069080772
1130	0.1068942117
1131	0.1068587153
1132	0.1068207115
1133	0.1068035375
1134	0.1067919935
1135	0.1067783773
1136	0.1067511736
1137	0.1067202894
1138	0.106707881
1139	0.1066774361
1140	0.1066659616
1141	0.1066384738
1142	0.1066258978
1143	0.1065937977
1144	0.1065736749
1145	0.1065381049
1146	0.1065270473
1147	0.1064726296
1148	0.1064295679
1149	0.1063983344
1150	0.1063469616
1151	0.1063313325
1152	0.1063159467
1153	0.1063003462
1154	0.1062527233
1155	0.106198277
1156	0.1061836432
1157	0.1061729963
1158	0.106117514
1159	0.1060752473
1160	0.1060631781
1161	0.1060526436
1162	0.1060397284
1163	0.1060201267
1164	0.1060066536
1165	0.1059862733
1166	0.1059414391
1167	0.1059290142
1168	0.1058863306
1169	0.105852657
1170	0.1058325485
1171	0.1058132982
1172	0.1057889943
1173	0.1057692127
1174	0.1057576442
1175	0.1057456833
1176	0.1057339105
1177	0.1057065412
1178	0.105674063
1179	0.1056610762
1180	0.1056212852
1181	0.105591574
1182	0.1055760778
1183	0.105547041
1184	0.1055224775
1185	0.1054873244
1186	0.1054769064
1187	0.1054432901
1188	0.1054052269
1189	0.1053821327
1190	0.1053188685
1191	0.1052889816
1192	0.1052744949
1193	0.1052620885
1194	0.1052513415
1195	0.1051783174
1196	0.1051677849
1197	0.105153666
1198	0.105123401
1199	0.1050877289
1200	0.1050722102
1201	0.1050406026
1202	0.105028703
1203	0.1050174001
1204	0.1049922134
1205	0.1049800787
1206	0.1049681751
1207	0.104956439
1208	0.1049464501
1209	0.1048835701
1210	0.1048520034
1211	0.1048407415
1212	0.1048042866
1213	0.1047872393
1214	0.1047639612
1215	0.104725986
1216	0.1047141477
1217	0.1046772984
1218	0.104662593
1219	0.1046463897
1220	0.1046180518
1221	0.1046060173
1222	0.1045708662
1223	0.1045591383
1224	0.1045361648
1225	0.1045246882
1226	0.1045105039
1227	0.1044989844
1228	0.1044829569
1229	0.1044437086
1230	0.1044031441
1231	0.1043922132
1232	0.1043783007
1233	0.1043620892
1234	0.1043269646
1235	0.1042829262
1236	0.1042706097
1237	0.1042453658
1238	0.1042159224
1239	0.1042042803
1240	0.104164145
1241	0.10414129
1242	0.1041096251
1243	0.1040986104
1244	0.1040829242
1245	0.1040549316
1246	0.1040364477
1247	0.1040242273
1248	0.1040082876
1249	0.1039969091
1250	0.103968606
1251	0.1039389991
1252	0.1039255198
1253	0.1038783219
1254	0.1038639496
1255	0.1038408902
1256	0.1038173813
1257	0.1037878663
1258	0.103755194
1259	0.1037454687
1260	0.1037176765
1261	0.1036883822
1262	0.1036764683
1263	0.1036394508
1264	0.1036281071
1265	0.1036130196
1266	0.1036007153
1267	0.1035710369
1268	0.1035492261
1269	0.1035388244
1270	0.1035170668
1271	0.103505441
1272	0.1034687206
1273	0.1034543033
1274	0.1034381532
1275	0.1034269667
1276	0.1034156128
1277	0.1033977338
1278	0.1033438291
1279	0.1033327694
1280	0.1033034302
1281	0.1032868019
1282	0.1032350653
1283	0.1032144377
1284	0.1032034516
1285	0.1031673073
1286	0.1031487723
1287	0.1031361902
1288	0.1031181375
1289	0.1030841553
1290	0.1030737883
1291	0.1030471671
1292	0.1030171228
1293	0.1029837496
1294	0.1029733418
1295	0.1029158343
1296	0.1028998293
1297	0.1028823181
1298	0.1028691495
1299	0.1028424218
1300	0.1028177398
1301	0.1027986816
1302	0.1027873256
1303	0.1027767564
1304	0.1027670046
1305	0.1027252304
1306	0.1026879356
1307	0.1026776484
1308	0.1026501688
1309	0.1026231204
1310	0.1025712858
1311	0.1025597091
1312	0.1025467939
1313	0.102532671
1314	0.1025230131
1315	0.1025048848
1316	0.102473079
1317	0.1024624546
1318	0.1024516687
1319	0.1024326576
1320	0.1024123774
1321	0.1023867513
1322	0.1023573876
1323	0.1023234809
1324	0.1023028738
1325	0.1022567795
1326	0.1022258586
1327	0.1021908097
1328	0.1021519831
1329	0.1021418982
1330	0.1021306076
1331	0.1021010762
1332	0.1020867734
1333	0.1020756728
1334	0.102027223
1335	0.1019988442
1336	0.1019887388
1337	0.1019797881
1338	0.1019697604
1339	0.1019216211
1340	0.1018770676
1341	0.1018434287
1342	0.1018344882
1343	0.1018239047
1344	0.1018119499
1345	0.1017836181
1346	0.1017697261
1347	0.1017413896
1348	0.1017272523
1349	0.1017110183
1350	0.1016791656
1351	0.1016567765
1352	0.1016040612
1353	0.1015883729
1354	0.1015727847
1355	0.1015517913
1356	0.1015241135
1357	0.1014875758
1358	0.1014735305
1359	0.1014630492
1360	0.101451593
1361	0.1014156225
1362	0.1014012502
1363	0.1013896184
1364	0.1013796193
1365	0.1013635018
1366	0.1013521724
1367	0.101341971
1368	0.1013296075
1369	0.1012970762
1370	0.1012854423
1371	0.1012413875
1372	0.1012310737
1373	0.1012212892
1374	0.1012109877
1375	0.1012016814
1376	0.1011542547
1377	0.1011215477
1378	0.1011088858
1379	0.1010813838
1380	0.101071256
1381	0.1010613059
1382	0.1010490303
1383	0.1010393459
1384	0.1010308121
1385	0.1010194234
1386	0.1009878342
1387	0.1009769176
1388	0.1009524686
1389	0.1009426085
1390	0.1009293111
1391	0.1009101447
1392	0.100877546
1393	0.1008676736
1394	0.1008413895
1395	0.1008104229
1396	0.1007968108
1397	0.1007863294
1398	0.1007762139
1399	0.1007460266
1400	0.1007136997
1401	0.1006825173
1402	0.1006730945
1403	0.100662658
1404	0.1006337193
1405	0.1006238367
1406	0.1006101654
1407	0.1006011533
1408	0.100575004
1409	0.1005578709
1410	0.1005484665
1411	0.1005012095
1412	0.1004716413
1413	0.1004297445
1414	0.1004206711
1415	0.100406867
1416	0.1003841448
1417	0.1003750837
1418	0.1003458261
1419	0.1003283845
1420	0.1002989779
1421	0.1001989768
1422	0.1001887999
1423	0.1001787068
1424	0.1001564812
1425	0.1001323734
1426	0.1000991964
1427	0.1000899126
1428	0.1000803365
1429	0.1000665405
1430	0.1000534066
1431	0.1000440124
1432	0.1000340603
1433	0.09998820514
1434	0.0999731871
1435	0.09995734756
1436	0.09994773267
1437	0.09993767637
1438	0.09992912616
1439	0.09989334568
1440	0.09988260684
1441	0.09986432321
1442	0.09985359458
1443	0.09984464589
1444	0.09983557253
1445	0.099826256
1446	0.09980444107
1447	0.09977579052
1448	0.09976643516
1449	0.09975802595
1450	0.09973828319
1451	0.09971967055
1452	0.09970697603
1453	0.09969554442
1454	0.09968662025
1455	0.09966899056
1456	0.09965504947
1457	0.09964692841
1458	0.09960353571
1459	0.09959313401
1460	0.09956340854
1461	0.09955047697
1462	0.09952584195
1463	0.09951678495
1464	0.09949471259
1465	0.09945103385
1466	0.0994405627
1467	0.09943121347
1468	0.09940172502
1469	0.09939215713
1470	0.09938105862
1471	0.09936872581
1472	0.09936005299
1473	0.09933720816
1474	0.09932796315
1475	0.0993173694
1476	0.09930831852
1477	0.09929299596
1478	0.09928238381
1479	0.09927109116
1480	0.09926266153
1481	0.09925449142
1482	0.09923075362
1483	0.09922162305
1484	0.0992120429
1485	0.09920160854
1486	0.09915859187
1487	0.09914891158
1488	0.09913065656
1489	0.09910179547
1490	0.09909294487
1491	0.09906784192
1492	0.09904777633
1493	0.09902418556
1494	0.09899459095
1495	0.09897725553
1496	0.09896808
1497	0.09895853663
1498	0.09895005999
1499	0.09894223321
1500	0.09893370344
1501	0.09892547611
1502	0.09891253841
1503	0.09888921131
1504	0.09887907731
1505	0.09887057002
1506	0.09884539759
1507	0.0988317099
1508	0.09882281025
1509	0.09881369603
1510	0.09880520304
1511	0.09875093867
